entry_time,strategy,vix_level,spot_level,pl,normalised_pl,instrument
2026-01-27 10:31:00,ARTEMIS,14.83,81725.07,3342.0,3342.0,SENSEX
2026-02-02 10:31:00,ARTEMIS,15.38,80883.83,-7914.0,-7914.0,SENSEX
2026-02-09 10:31:00,ARTEMIS,12.14,83921.25,3075.0,3075.0,SENSEX
2026-02-16 10:31:00,ARTEMIS,13.5,82773.05,-17.0,-17.0,SENSEX
2026-02-23 10:31:00,ARTEMIS,14.32,83245.15,289.5,289.5,SENSEX
2026-03-02 10:31:00,ARTEMIS,15.03,80231.27,-1319.0,-1319.0,SENSEX
2026-03-09 10:30:00,ATHENA,24.18,23778.9,-565.5,-490.1,NIFTY
2026-03-16 10:30:00,ATHENA,22.06,23057.35,6275.75,5438.983333333334,NIFTY
2026-03-23 14:35:00,APOLLO,26.65,22524.8,-2973.75,-1546.3500000000001,NIFTY
2026-04-10 10:30:00,ATHENA,18.95,24019.95,1485.25,1287.2166666666667,NIFTY
