time_stamp,open,high,low,close,volume,supertrend,trend,trend_flip
2026-08-03 09:15:00,24572.7,24576.45,24515.15,24550.2,0,24408.225003588097,True,False
2026-08-03 09:30:00,24550.25,24560.45,24541.8,24558.05,0,24421.712503229282,True,False
2026-08-03 09:45:00,24558.45,24571.6,24545.75,24564.7,0,24434.448752906355,True,False
2026-08-03 10:00:00,24564.1,24582.25,24559.05,24579.2,0,24451.88637761572,True,False
2026-08-03 10:15:00,24579.0,24592.45,24572.8,24580.8,0,24469.842739854146,True,False
2026-08-03 10:30:00,24580.15,24585.7,24562.7,24583.65,0,24469.842739854146,True,False
2026-08-03 10:45:00,24583.75,24595.9,24579.45,24586.45,0,24485.17636928186,True,False
2026-08-03 11:00:00,24586.9,24602.55,24584.9,24589.45,0,24496.181232353672,True,False
2026-08-03 11:15:00,24588.95,24600.95,24586.05,24591.75,0,24501.240609118307,True,False
2026-08-03 11:30:00,24591.85,24600.3,24579.8,24592.3,0,24501.240609118307,True,False
2026-08-03 11:45:00,24592.5,24606.15,24584.8,24592.0,0,24508.804893385826,True,False
2026-08-03 12:00:00,24591.55,24602.6,24585.7,24601.3,0,24511.076904047248,True,False
2026-08-03 12:15:00,24600.5,24609.5,24598.05,24604.05,0,24525.57421364252,True,False
2026-08-03 12:30:00,24604.45,24606.55,24584.4,24593.0,0,24525.57421364252,True,False
2026-08-03 12:45:00,24594.65,24602.15,24570.15,24584.65,0,24525.57421364252,True,False
2026-08-03 13:00:00,24584.2,24585.95,24575.75,24577.7,0,24525.57421364252,True,False
2026-08-03 13:15:00,24578.2,24592.05,24576.05,24589.7,0,24525.57421364252,True,False
2026-08-03 13:30:00,24589.25,24606.05,24581.2,24596.1,0,24525.57421364252,True,False
2026-08-03 13:45:00,24595.2,24601.15,24581.7,24586.8,0,24525.57421364252,True,False
2026-08-03 14:00:00,24586.7,24595.05,24583.5,24593.5,0,24525.57421364252,True,False
2026-08-03 14:15:00,24594.5,24595.05,24577.7,24589.85,0,24525.57421364252,True,False
2026-08-03 14:30:00,24589.45,24602.0,24585.4,24597.55,0,24529.874656298754,True,False
2026-08-03 14:45:00,24598.35,24602.75,24588.85,24595.0,0,24534.187190668876,True,False
2026-08-03 15:00:00,24594.85,24596.55,24554.2,24573.55,0,24534.187190668876,True,False
2026-08-03 15:15:00,24573.35,24774.3,24573.35,24774.3,0,24552.199124441788,True,False
2026-08-04 09:15:00,24703.9,24703.9,24589.85,24597.6,0,24552.199124441788,True,False
2026-08-04 09:30:00,24598.5,24629.55,24589.35,24623.6,0,24552.199124441788,True,False
2026-08-04 09:45:00,24623.7,24647.65,24621.85,24631.55,0,24552.199124441788,True,False
2026-08-04 10:00:00,24633.8,24634.75,24607.45,24615.5,0,24552.199124441788,True,False
2026-08-04 10:15:00,24617.6,24620.75,24588.3,24592.8,0,24552.199124441788,True,False
2026-08-04 10:30:00,24594.15,24594.95,24578.6,24582.0,0,24552.199124441788,True,False
2026-08-04 10:45:00,24583.95,24588.9,24569.0,24575.4,0,24552.199124441788,True,False
2026-08-04 11:00:00,24577.95,24593.7,24576.15,24590.9,0,24552.199124441788,True,False
2026-08-04 11:15:00,24593.3,24598.8,24575.6,24577.05,0,24552.199124441788,True,False
2026-08-04 11:30:00,24579.55,24579.55,24553.7,24555.45,0,24552.199124441788,True,False
2026-08-04 11:45:00,24557.5,24557.5,24521.85,24524.15,0,24648.359127490563,False,True
2026-08-04 12:00:00,24524.75,24529.1,24496.7,24511.3,0,24620.43571474151,False,False
2026-08-04 12:15:00,24513.4,24524.35,24505.4,24515.7,0,24617.342143267357,False,False
2026-08-04 12:30:00,24517.65,24519.65,24488.1,24493.35,0,24605.560428940622,False,False
2026-08-04 12:45:00,24495.0,24509.8,24489.35,24491.75,0,24597.226886046556,False,False
2026-08-04 13:00:00,24493.4,24500.85,24477.35,24479.6,0,24584.0366974419,False,False
2026-08-04 13:15:00,24481.7,24493.45,24469.35,24471.2,0,24574.073027697716,False,False
2026-08-04 13:30:00,24473.5,24474.0,24453.65,24453.8,0,24553.335724927943,False,False
2026-08-04 13:45:00,24454.8,24468.45,24427.95,24448.9,0,24540.909652435148,False,False
2026-08-04 14:00:00,24450.6,24463.3,24436.15,24462.35,0,24540.909652435148,False,False
2026-08-04 14:15:00,24463.8,24494.3,24460.45,24470.5,0,24540.909652435148,False,False
2026-08-04 14:30:00,24470.1,24490.3,24456.3,24456.65,0,24540.909652435148,False,False
2026-08-04 14:45:00,24459.4,24481.45,24455.95,24465.85,0,24540.909652435148,False,False
2026-08-04 15:00:00,24469.1,24474.3,24443.6,24462.95,0,24540.909652435148,False,False
