trade_id,log_file,signal_ts,direction,entry_ts,entry_price,entry_spot,expiry,strike,right,exit_ts,exit_price,exit_reason,hold_min,pnl_pts,pnl_rs,mfe_pts,mfe_pct,mfe_ts,mae_pts,mae_pct,mae_ts,pnl_at_mfe_rs,trail_15_exit_pts,trail_15_exit_rs,trail_15_reason,trail_20_exit_pts,trail_20_exit_rs,trail_20_reason,trail_25_exit_pts,trail_25_exit_rs,trail_25_reason,trail_30_exit_pts,trail_30_exit_rs,trail_30_reason,pnl_rs_40lots
971,trade_0971_2025-01-10_0935_B.csv,2025-01-10 09:30:00,bearish,2025-01-10 09:35:00,243.7,23461.6,2025-01-16,23600,pe,2025-01-10 09:45:00,268.07,profit_target,10,24.37,1584.0,21.25,8.72,2025-01-10 09:45:00,0.55,0.23,2025-01-10 09:43:00,1381.0,24.37,1584.0,profit_target,24.37,1584.0,profit_target,24.37,1584.0,profit_target,24.37,1584.0,profit_target,63362
973,trade_0973_2025-01-17_0920_B.csv,2025-01-17 09:15:00,bearish,2025-01-17 09:20:00,263.25,23178.2,2025-01-23,23350,pe,2025-01-17 09:50:00,227.5,max_hold,30,-35.75,-2324.0,0.0,0.0,,52.2,19.83,2025-01-17 09:33:00,0.0,-35.75,-2324.0,max_hold,-35.75,-2324.0,max_hold,-35.75,-2324.0,max_hold,-35.75,-2324.0,max_hold,-92950
981,trade_0981_2025-02-07_1020_B.csv,2025-02-07 10:15:00,bearish,2025-02-07 10:20:00,238.3,23548.55,2025-02-13,23700,pe,2025-02-07 10:50:00,217.5,max_hold,30,-20.8,-1352.0,18.6,7.81,2025-02-07 10:27:00,26.25,11.02,2025-02-07 10:43:00,1209.0,-21.2,-1378.0,trail_stop,-20.8,-1352.0,max_hold,-20.8,-1352.0,max_hold,-20.8,-1352.0,max_hold,-54080
986,trade_0986_2025-02-14_1040_B.csv,2025-02-14 10:35:00,bearish,2025-02-14 10:40:00,242.5,22951.15,2025-02-20,23100,pe,2025-02-14 10:47:00,266.75,profit_target,7,24.25,1576.0,23.25,9.59,2025-02-14 10:47:00,4.15,1.71,2025-02-14 10:40:00,1511.0,24.25,1576.0,profit_target,24.25,1576.0,profit_target,24.25,1576.0,profit_target,24.25,1576.0,profit_target,63050
987,trade_0987_2025-02-14_1435_B.csv,2025-02-14 14:30:00,bullish,2025-02-14 14:35:00,293.35,22894.6,2025-02-20,22750,ce,2025-02-14 14:43:00,322.69,profit_target,8,29.34,1907.0,42.55,14.5,2025-02-14 14:43:00,3.35,1.14,2025-02-14 14:36:00,2766.0,29.34,1907.0,profit_target,29.34,1907.0,profit_target,29.34,1907.0,profit_target,29.34,1907.0,profit_target,76284
996,trade_0996_2025-03-07_1015_B.csv,2025-03-07 10:10:00,bullish,2025-03-07 10:15:00,260.2,22607.95,2025-03-13,22450,ce,2025-03-07 10:45:00,248.55,max_hold,30,-11.65,-757.0,12.4,4.77,2025-03-07 10:17:00,18.9,7.26,2025-03-07 10:33:00,806.0,-11.65,-757.0,max_hold,-11.65,-757.0,max_hold,-11.65,-757.0,max_hold,-11.65,-757.0,max_hold,-30290
997,trade_0997_2025-03-07_1435_B.csv,2025-03-07 14:30:00,bullish,2025-03-07 14:35:00,242.8,22591.35,2025-03-13,22450,ce,2025-03-07 15:05:00,229.2,max_hold,30,-13.6,-884.0,6.95,2.86,2025-03-07 14:45:00,18.95,7.8,2025-03-07 15:03:00,452.0,-13.6,-884.0,max_hold,-13.6,-884.0,max_hold,-13.6,-884.0,max_hold,-13.6,-884.0,max_hold,-35360
1002,trade_1002_2025-03-21_1425_B.csv,2025-03-21 14:20:00,bullish,2025-03-21 14:25:00,258.5,23366.95,2025-03-27,23200,ce,2025-03-21 14:55:00,247.75,max_hold,30,-10.75,-699.0,10.3,3.98,2025-03-21 14:29:00,21.7,8.39,2025-03-21 14:49:00,670.0,-10.75,-699.0,max_hold,-10.75,-699.0,max_hold,-10.75,-699.0,max_hold,-10.75,-699.0,max_hold,-27950
1005,trade_1005_2025-03-28_1225_B.csv,2025-03-28 12:20:00,bearish,2025-03-28 12:25:00,218.85,23540.55,2025-04-03,23700,pe,2025-03-28 12:34:00,240.74,profit_target,9,21.89,1423.0,26.5,12.11,2025-03-28 12:34:00,2.45,1.12,2025-03-28 12:26:00,1722.0,21.89,1423.0,profit_target,21.89,1423.0,profit_target,21.89,1423.0,profit_target,21.89,1423.0,profit_target,56914
1040,trade_1040_2025-06-13_1445_B.csv,2025-06-13 14:40:00,bearish,2025-06-13 14:45:00,270.9,24687.85,2025-06-19,24850,pe,2025-06-13 14:57:00,297.99,profit_target,12,27.09,1761.0,34.6,12.77,2025-06-13 14:57:00,7.7,2.84,2025-06-13 14:45:00,2249.0,27.09,1761.0,profit_target,27.09,1761.0,profit_target,27.09,1761.0,profit_target,27.09,1761.0,profit_target,70434
1043,trade_1043_2025-06-20_1310_B.csv,2025-06-20 13:05:00,bullish,2025-06-20 13:10:00,283.3,25043.4,2025-06-26,24900,ce,2025-06-20 13:19:00,311.63,profit_target,9,28.33,1841.0,29.05,10.25,2025-06-20 13:19:00,9.25,3.27,2025-06-20 13:13:00,1888.0,28.33,1841.0,profit_target,28.33,1841.0,profit_target,28.33,1841.0,profit_target,28.33,1841.0,profit_target,73658
1050,trade_1050_2025-07-04_1435_B.csv,2025-07-04 14:30:00,bullish,2025-07-04 14:35:00,230.8,25397.0,2025-07-10,25250,ce,2025-07-04 14:36:00,253.88,profit_target,1,23.08,1500.0,34.15,14.8,2025-07-04 14:36:00,0.0,0.0,,2220.0,23.08,1500.0,profit_target,23.08,1500.0,profit_target,23.08,1500.0,profit_target,23.08,1500.0,profit_target,60008
1056,trade_1056_2025-07-25_0920_B.csv,2025-07-25 09:15:00,bearish,2025-07-25 09:20:00,216.6,24935.05,2025-07-31,25100,pe,2025-07-25 09:22:00,238.26,profit_target,2,21.66,1408.0,11.85,5.47,2025-07-25 09:22:00,0.0,0.0,,770.0,21.66,1408.0,profit_target,21.66,1408.0,profit_target,21.66,1408.0,profit_target,21.66,1408.0,profit_target,56316
1060,trade_1060_2025-08-08_1415_B.csv,2025-08-08 14:10:00,bearish,2025-08-08 14:15:00,190.55,24412.9,2025-08-14,24550,pe,2025-08-08 14:45:00,182.3,max_hold,30,-8.25,-536.0,10.2,5.35,2025-08-08 14:32:00,14.75,7.74,2025-08-08 14:18:00,663.0,-8.25,-536.0,max_hold,-8.25,-536.0,max_hold,-8.25,-536.0,max_hold,-8.25,-536.0,max_hold,-21450
1068,trade_1068_2025-08-22_1420_B.csv,2025-08-22 14:15:00,bearish,2025-08-22 14:20:00,185.0,24906.7,2025-08-28,25050,pe,2025-08-22 14:33:00,203.5,profit_target,13,18.5,1202.0,19.4,10.49,2025-08-22 14:33:00,1.0,0.54,2025-08-22 14:20:00,1261.0,18.5,1203.0,profit_target,18.5,1203.0,profit_target,18.5,1203.0,profit_target,18.5,1203.0,profit_target,48100
1074,trade_1074_2025-08-29_1305_B.csv,2025-08-29 13:00:00,bearish,2025-08-29 13:05:00,149.0,24513.6,2025-09-02,24650,pe,2025-08-29 13:14:00,163.9,profit_target,9,14.9,968.0,16.55,11.11,2025-08-29 13:14:00,5.6,3.76,2025-08-29 13:05:00,1076.0,14.9,969.0,profit_target,14.9,969.0,profit_target,14.9,969.0,profit_target,14.9,969.0,profit_target,38740
1077,trade_1077_2025-09-05_1015_B.csv,2025-09-05 10:10:00,bearish,2025-09-05 10:15:00,219.8,24678.55,2025-09-09,24850,pe,2025-09-05 10:28:00,164.85,stop_loss,13,-54.95,-3572.0,15.8,7.19,2025-09-05 10:20:00,62.2,28.3,2025-09-05 10:28:00,1027.0,-34.05,-2213.0,trail_stop,-34.05,-2213.0,trail_stop,-62.2,-4043.0,trail_stop,-62.2,-4043.0,trail_stop,-142870
1081,trade_1081_2025-09-19_0925_B.csv,2025-09-19 09:20:00,bearish,2025-09-19 09:25:00,148.05,25362.6,2025-09-23,25500,pe,2025-09-19 09:33:00,162.86,profit_target,8,14.81,963.0,18.75,12.66,2025-09-19 09:33:00,1.4,0.95,2025-09-19 09:25:00,1219.0,14.81,962.0,profit_target,14.81,962.0,profit_target,14.81,962.0,profit_target,14.81,962.0,profit_target,38506
1091,trade_1091_2025-10-17_1440_B.csv,2025-10-17 14:35:00,bullish,2025-10-17 14:40:00,188.0,25732.25,2025-10-20,25600,ce,2025-10-17 15:10:00,154.9,max_hold,30,-33.1,-2152.0,8.95,4.76,2025-10-17 14:40:00,33.1,17.61,2025-10-17 15:10:00,582.0,-25.0,-1625.0,trail_stop,-33.1,-2151.0,trail_stop,-33.1,-2151.0,max_hold,-33.1,-2151.0,max_hold,-86060
1095,trade_1095_2025-10-31_1020_B.csv,2025-10-31 10:15:00,bearish,2025-10-31 10:20:00,159.4,25859.15,2025-11-04,26000,pe,2025-10-31 10:22:00,175.34,profit_target,2,15.94,1036.0,13.5,8.47,2025-10-31 10:22:00,0.0,0.0,,878.0,15.94,1036.0,profit_target,15.94,1036.0,profit_target,15.94,1036.0,profit_target,15.94,1036.0,profit_target,41444
1096,trade_1096_2025-11-07_1430_B.csv,2025-11-07 14:25:00,bullish,2025-11-07 14:30:00,188.25,25533.7,2025-11-11,25400,ce,2025-11-07 15:00:00,160.4,max_hold,30,-27.85,-1810.0,0.0,0.0,,32.0,17.0,2025-11-07 14:58:00,0.0,-27.85,-1810.0,max_hold,-27.85,-1810.0,max_hold,-27.85,-1810.0,max_hold,-27.85,-1810.0,max_hold,-72410
1100,trade_1100_2025-11-14_1340_B.csv,2025-11-14 13:35:00,bearish,2025-11-14 13:40:00,159.2,25769.45,2025-11-18,25900,pe,2025-11-14 13:45:00,175.12,profit_target,5,15.92,1035.0,22.1,13.88,2025-11-14 13:45:00,1.05,0.66,2025-11-14 13:41:00,1436.0,15.92,1035.0,profit_target,15.92,1035.0,profit_target,15.92,1035.0,profit_target,15.92,1035.0,profit_target,41392
1101,trade_1101_2025-11-21_1320_B.csv,2025-11-21 13:15:00,bearish,2025-11-21 13:20:00,177.0,26115.85,2025-11-25,26250,pe,2025-11-21 13:50:00,175.3,max_hold,30,-1.7,-110.0,12.95,7.32,2025-11-21 13:25:00,11.15,6.3,2025-11-21 13:38:00,842.0,-1.7,-110.0,max_hold,-1.7,-110.0,max_hold,-1.7,-110.0,max_hold,-1.7,-110.0,max_hold,-4420
1111,trade_1111_2025-12-12_1235_B.csv,2025-12-12 12:30:00,bullish,2025-12-12 12:35:00,187.4,26034.3,2025-12-16,25900,ce,2025-12-12 13:05:00,174.75,max_hold,30,-12.65,-822.0,1.0,0.53,2025-12-12 12:35:00,20.8,11.1,2025-12-12 12:48:00,65.0,-12.65,-822.0,max_hold,-12.65,-822.0,max_hold,-12.65,-822.0,max_hold,-12.65,-822.0,max_hold,-32890
1116,trade_1116_2025-12-19_0920_B.csv,2025-12-19 09:15:00,bullish,2025-12-19 09:20:00,224.95,25924.1,2025-12-23,25750,ce,2025-12-19 09:30:00,247.45,profit_target,10,22.5,1462.0,29.75,13.23,2025-12-19 09:30:00,0.0,0.0,,1934.0,22.5,1462.0,profit_target,22.5,1462.0,profit_target,22.5,1462.0,profit_target,22.5,1462.0,profit_target,58500
1117,trade_1117_2025-12-19_1335_B.csv,2025-12-19 13:30:00,bullish,2025-12-19 13:35:00,193.45,25968.3,2025-12-23,25800,ce,2025-12-19 14:05:00,193.5,max_hold,30,0.05,3.0,10.3,5.32,2025-12-19 13:47:00,0.4,0.21,2025-12-19 13:38:00,670.0,0.05,3.0,max_hold,0.05,3.0,max_hold,0.05,3.0,max_hold,0.05,3.0,max_hold,130
1122,trade_1122_2026-01-02_0920_B.csv,2026-01-02 09:15:00,bullish,2026-01-02 09:20:00,176.0,26181.75,2026-01-06,26050,ce,2026-01-02 09:28:00,193.6,profit_target,8,17.6,1144.0,21.9,12.44,2026-01-02 09:28:00,0.0,0.0,,1424.0,17.6,1144.0,profit_target,17.6,1144.0,profit_target,17.6,1144.0,profit_target,17.6,1144.0,profit_target,45760
1128,trade_1128_2026-01-23_1145_B.csv,2026-01-23 11:40:00,bearish,2026-01-23 11:45:00,169.1,25211.45,2026-01-27,25350,pe,2026-01-23 11:49:00,186.01,profit_target,4,16.91,1099.0,23.95,14.16,2026-01-23 11:49:00,1.0,0.59,2026-01-23 11:45:00,1557.0,16.91,1099.0,profit_target,16.91,1099.0,profit_target,16.91,1099.0,profit_target,16.91,1099.0,profit_target,43966
1131,trade_1131_2026-01-30_0920_B.csv,2026-01-30 09:15:00,bearish,2026-01-30 09:20:00,264.3,25257.8,2026-02-03,25400,pe,2026-01-30 09:50:00,240.5,max_hold,30,-23.8,-1547.0,23.3,8.82,2026-01-30 09:30:00,25.15,9.52,2026-01-30 09:38:00,1514.0,-21.35,-1388.0,trail_stop,-23.8,-1547.0,max_hold,-23.8,-1547.0,max_hold,-23.8,-1547.0,max_hold,-61880
1133,trade_1133_2026-02-06_0925_B.csv,2026-02-06 09:20:00,bearish,2026-02-06 09:25:00,208.8,25588.1,2026-02-10,25750,pe,2026-02-06 09:36:00,229.68,profit_target,11,20.88,1357.0,15.15,7.26,2026-02-06 09:35:00,1.15,0.55,2026-02-06 09:27:00,985.0,20.88,1357.0,profit_target,20.88,1357.0,profit_target,20.88,1357.0,profit_target,20.88,1357.0,profit_target,54288
1134,trade_1134_2026-02-06_1235_B.csv,2026-02-06 12:30:00,bearish,2026-02-06 12:35:00,197.35,25542.95,2026-02-10,25700,pe,2026-02-06 13:05:00,185.6,max_hold,30,-11.75,-764.0,5.95,3.01,2026-02-06 12:56:00,12.85,6.51,2026-02-06 12:47:00,387.0,-11.75,-764.0,max_hold,-11.75,-764.0,max_hold,-11.75,-764.0,max_hold,-11.75,-764.0,max_hold,-30550
1135,trade_1135_2026-02-13_1350_B.csv,2026-02-13 13:45:00,bearish,2026-02-13 13:50:00,170.7,25510.5,2026-02-17,25650,pe,2026-02-13 14:20:00,156.95,max_hold,30,-13.75,-894.0,7.65,4.48,2026-02-13 13:51:00,13.75,8.06,2026-02-13 14:20:00,497.0,-13.75,-894.0,max_hold,-13.75,-894.0,max_hold,-13.75,-894.0,max_hold,-13.75,-894.0,max_hold,-35750
1139,trade_1139_2026-02-20_1420_B.csv,2026-02-20 14:15:00,bullish,2026-02-20 14:20:00,214.7,25630.5,2026-02-24,25500,ce,2026-02-20 14:46:00,236.17,profit_target,26,21.47,1396.0,19.75,9.2,2026-02-20 14:46:00,22.05,10.27,2026-02-20 14:29:00,1284.0,21.47,1396.0,profit_target,21.47,1396.0,profit_target,21.47,1396.0,profit_target,21.47,1396.0,profit_target,55822
1143,trade_1143_2026-02-27_0920_B.csv,2026-02-27 09:15:00,bearish,2026-02-27 09:20:00,202.25,25394.8,2026-03-02,25550,pe,2026-02-27 09:29:00,222.48,profit_target,9,20.23,1315.0,25.05,12.39,2026-02-27 09:29:00,9.7,4.8,2026-02-27 09:25:00,1628.0,20.23,1315.0,profit_target,20.23,1315.0,profit_target,20.23,1315.0,profit_target,20.23,1315.0,profit_target,52598
